,favorite_count,followers_count,friends_count,full_text,retweet_count,length
69,1,157,70,"@swiggy_in Swiggy delivered me adulterated food,
Can i complaint against you in fssai?",0,86
71,0,33,91,@SwiggyCares  I didn't receive the order .You cheater https://t.co/rvDBrWREve,0,77
72,0,1772,84,@SwiggyCares Averting mishaps for someone else doesn't help me much. Your BLR ops have been slipping big time. Have been silent across several goofed up orders... not this time...,0,179
74,0,34,99,@swiggy_in @Sbarro TERRIBLE SERVICE. We waited 2 hours for 3 pizzas and kids were also waiting. No response from service reps and poor delivery boy was waiting out for more than an hour.,0,186
75,0,88,353,@swiggy_in it has happened again! First shown 40 mins and then no update from more than one hour. What should I expect now https://t.co/IE2tAPML85,0,146
76,0,115,103,@SwiggyCares No You actually don't.. 😵,0,38
77,0,115,103,Actually to whom @swiggy_in...did you confirmed the identity 😠😠😠😠😠 https://t.co/uxAYyiuvlL,0,90
78,0,1772,84,"@swiggy_in order #32804789875. When u exhort people to outsource their dinner plans to you, either you deliver the whole order or refund the whole amount. I can't tell half of my family that they should eat the refund since that is the best that Swiggy can do.
Pull up your socks!",0,280
79,0,74,81,"Terrible service by @swiggy_in , ordered a pizza and got some left over pieces which I think was cooked a day before. Awful taste , bad smell and the worst thing is the customer care support people have no time to answer also. Can someone help @SwiggyCares https://t.co/Bs1icRTmXo",0,280
80,0,115,103,Sorry @SwiggyCares you won't really help me today... #Disappointing https://t.co/5CvmAknrsk,0,91
82,1,11,29,@sharmajitech @swiggy_in @ZomatoIN merko toh kabhi tha hi nhi swiggy foodpanda and uber eats and outdoor dineout 🔥❤️,0,116
83,0,178,193,"Kutte ho tum saale, aisa khana khilata hai kya koi? Kya bakwaas hai ye, saalon randi ki aulaad @swiggy_in walon",0,111
84,0,52,55,@swiggy_in worst service. This is how you loose customers. The guys in chat response reply them with robots. They don't have sense anyway.,0,138
85,0,115,103,"This is how @swiggy_in treats their ""Valuable"" Customers... #Pathetic https://t.co/5CvmAknrsk",0,93
87,0,1,13,@SwiggyCares That's a lie I just spoke to the restaurant there is no one from swiggy there...,0,93
88,1,12,91,@sharmajitech @swiggy_in @ZomatoIN Zomato is worst sharmaji,0,59
89,0,14,102,"@SwiggyCares Your Swiggy help is no good, they say Domino's uses Swiggy just as a marketing platform, and Swiggy is not responsible for Delivery, quality etc https://t.co/QJ7xzlze7D",0,181
90,0,9,197,@swiggy_in @SwiggyCares you guys are just trolling yourselves with this new feature https://t.co/G1rVLvnVY1,0,107
91,0,271,263,"@swiggy_in pathetic service experience! Had to wait more than one n half hour, and finally had to cancel the order. Not good response from consumer care",0,152
92,0,1401,411,Honestly speaking @swiggy_in is the real saviour I believe at least they’re updating real time and Did accept my order at this time.I loved Zomato gold And hence ordered with Zomato but @dominos Is very disappointing and irresponsible people https://t.co/nHQRYnyx09,0,265
93,0,21,93,@SwiggyCares @swiggy_in placed this order and paid the full amount but just got half plate meal. Is this fair? Your customer support says we'll give you a mere 30Rs refund. Am I going to get any suitable action for this??? https://t.co/yhUYksZVDV,0,246
96,1,178,193,बहन के लंड red color ka paneer bheja hai @swiggy_in https://t.co/GMcwoH4ODt,0,75
97,0,445,665,"@sharmajitech @swiggy_in @ZomatoIN Sahi kaha sir 
#SharmajiTech @sharmajitech",0,77
99,0,178,193,You call this Shahi Paneer? Tumhari माँ की चूत बहन के लोड़े @swiggy_in wale मादरचोद!,0,84
0,1,17,15,@ShyBuzz @swiggy_in Great to see a human being help another in Mumbai and tweeted.,0,82
1,1,487,859,@SwiggyCares Always do. You guys are my first &amp; only ordering app &amp; do a commendable job. Only regret is wasn’t able to share a drink with Arif as he was busy. If he hadn’t proactively offered to help it would have ruined my night. Hopefully you guys can let him know my gratitude.Keep acing!,0,300
2,2,487,859,"A special thanks to @swiggy_in Mumbai. My bike suddenly stalled &amp; refused to start at 12 midnight near Fortis Mulund. While I was hauling my bike back Arif frm swiggy, returning from an order, selflessly helped me get the bike started. His help will be treasured. :) @SwiggyCare",0,282
4,0,18,99,"@SwiggyCares Order #16139108458. French fries not fried properly and was not fresh. Both the pizzas came with thin base, I ordered crispy base and poor packaging. 
Contacted customer service, told my issue to Bijit  but he disconnected the chat without providing solution to me.",0,278
5,0,41,21,"Thank you @swiggy_in for you extraordinary support.
Never going to order from you again!! https://t.co/TFcqei3PXm",0,113
7,0,8,3,"@swiggy_in 
@SwiggyCares 
I ordered 2 items from swiggy 2 vada pc and 1 chicken steamed momos order was delivered on time but the quality was really bad chicken momos were actually stinking I tried to have word with your customer service rep. but there was no response Pathetic 😤",0,279
8,0,24,104,@SwiggyCares #swiggycares I shared my alternate number in the escalation ticket raised you can reach me on that number. 99xxx5xxx5,0,130
9,0,17,22,@SwiggyCares Still i cnnot take the pain of going through this again. Bye Bye swiggy.,0,85
10,0,91,284,"@swiggy_in @SwiggyCares 
Wow that was superfast response from Srikant.
I hope you guys take this seriously.
https://t.co/qB2HjgC9U8 https://t.co/oOWKZzTPbF",0,155
11,1,18,115,@SwiggyCares Thank you @SwiggyCares for resolving the issue!,0,60
13,0,17,22,@SwiggyCares What you ll do i have the fking refund.,0,52
14,0,15,132,@rohitroy500 @dominos Got a dozen dash cam videos of @swiggy_in guys talking and riding scooter/bikes dangerously,0,113
15,0,1,28,@SwiggyCares Partner support ? M not a restaurant owner. I am customer.,0,71
16,0,17,22,"@swiggy_in ordr 16135735090 rsvishalsingh93@gmail.com
Ordrd @11:38 delivry time 57 mins.Its 12:50 &amp;app says its delivrd nd fone of delivry guy is off.
Disapointd and hungry and whats your atitude,tak ur f'king refnd and get lost.
Compltly lost me today.
@foodpandaIndia @ZomatoIN",0,283
17,0,147,88,@swiggy_in What a poor customer service you guys have! Really disappointed!,0,75
18,0,1,28,"@SwiggyCares hi
I need you guys to add one restaurant in catalogue in my area as you guys deliver till the point which is just 900mtrs away from my home. 
A difference of 900mtrs. I need a call can explain better",0,212
19,0,6,45,@swiggy_in shame on you customer service! @SwiggyCares  can you help please? https://t.co/C9NBXB8YvZ,0,100
20,0,77,84,@swiggy_in need urgent help. Am getting emails for orders that I haven't placed! Worried that my card is being charged!,0,119
21,0,18,326,@foodpandaIndia shame on ur services...must take lessons from @ZomatoIN @swiggy_in,0,82
23,0,56,572,"@swiggy_in Answer 5) Hotel Bellagio, Las Vegas! 
#SwiggyTuesdays

Join in 
@Anish4Srk @farman786f @Alfez4Shahid @gohel_mitesh @Jay_parmar121 @Kaushik00526896",0,157
31,0,3,3,"@SwiggyCares Sharath 
i was really happy with ykur prompt  reaponse and wish that swiggy have more people like you....
Thank you for your email and goodwil gesture appreciate it..",0,179
32,0,6,62,@SwiggyCares Details are DMed,0,29
33,0,493,329,"@deepigoyal @Zomato @ZomatoIN so, after an arduous 2hr wait, your team nonchalantly decides to cancel my order without informing me. Ironically while chatting with me to address the issue. In awe.
@UberEats @swiggy_in here I come!",0,230
34,0,6,62,It seems all @swiggy_in @SwiggyCares customer care executives are busy using swiggy so they are not available to respond to customers.,0,134
35,1,65,182,Hey @swiggy_in how long do you keep your customers waited in order to get in touch with an executive?? It's been almost 15 minutes I raised a concern and no one is available to answer to my queries..,0,199
36,2,26,176,"@UberEats_IND @Anilkalalk @swiggy_in @ZomatoIN nothing's gonna happen Anil.
there are around 2000 customers cheated in the same way buly #ubercheats 
follow me with 
#ubercheats
#uberfrauds2018
#boycottuber
#notouber
share with all ur whatsapp contacts
to never get fallen into trap of ubercheats",1,296
37,0,127,234,"@swiggy_in Oder id: 16133323683
Ordered veg. Sabzi. Received Non veg. Instead. #WorstService #Swiggy #SwiggyTuesdays https://t.co/gteoLaSa2y",0,140
38,0,42,269,@SwiggyCares I don't want any cl. I just want my refund,0,55
39,0,23,140,@SwiggyCares Thanks for the revert Swiggy. Hope to hear from you soon. In case require some information or detail please do call 9873010158.,0,140
40,0,3,90,@swiggy_in U have worst tie up and worst service don't use swiggy app...7780939845,0,82
41,3,95,119,.@swiggy_in @ZomatoIN It will be wonderful if you endorse this https://t.co/T1KuJvSpzL,0,86
42,0,13,54,@SwiggyCares Yes pls,0,20
43,0,142,548,@swiggy_in WILL YOU Provides FOOD IN Night ALSO,0,47
44,0,24,308,@SwiggyCares Already 30minutes. No resolution provided,0,54
45,0,13,54,@swiggy_in pathetic unresponsive CC.. no resolution even when problem was from restaurant end order#16131335690,0,111
46,0,6,12,"@swiggy_in @nandanreddy @harshamjty  this is how you build on your company, delivering half food and not replying.",0,114
47,0,988,4225,"@swiggy_in A10. Indian dessert

#SwiggyTuesdays",0,47
49,0,988,4225,"@swiggy_in A9. Greece

#SwiggyTuesdays",0,38
51,0,988,4225,"@swiggy_in A8. Shrimp, Olive Oil, Garlic, Peperoncino Or Chilli Flakes And Parsley.

#SwiggyTuesdays",0,100
52,0,91,284,@SwiggyCares Look how responsible your chat executives are https://t.co/u7dz9DzrKT,0,82
53,0,42,269,"@SwiggyCares Stop sending this kind of stupid mail, stop calling me repeatedly and just initiate my refund https://t.co/giSl3qa5Ln",0,130
54,0,22,41,@SwiggyCares @swiggy_in Thanks a lot guys. https://t.co/NwQnOSKJ3m,0,66
56,0,6,12,@swiggy_in no reply after so many tweets what a high headedness @SwiggyCares @nandanreddy @harshamjty,0,101
57,0,988,4225,"@swiggy_in A7. Batchoys

#SwiggyTuesdays",0,40
58,0,106,234,@swiggy_in Nice Customer Support! https://t.co/eZ9x0gNvpw,0,57
61,0,988,4225,"@swiggy_in A6. Catherine de Medicis

#SwiggyTuesdays",0,52
63,0,988,4225,"@swiggy_in A5. Bellagio Hotel LA

#SwiggyTuesdays",0,49
64,0,6,12,"@swiggy_in @SwiggyCares  no food ,sleeping hu gry even after paying. Thanks to you dear",0,87
71,0,988,4225,"@swiggy_in A4. Rohtak Tapasya Paratha

#SwiggyTuesdays",0,54
72,0,988,4225,"@swiggy_in A3. Pierre Desfontaines

 #SwiggyTuesdays",0,52
73,0,24,308,@SwiggyCares What is this happening? @SwiggyCares https://t.co/Pa0T32rIDo,0,73
74,0,988,4225,"@swiggy_in A2. Antica Pizzeria Port'alba

 #SwiggyTuesdays",0,58
75,0,988,4225,"@swiggy_in A1. Duff Goldman

#SwiggyTuesdays",0,44
76,0,6,12,@SwiggyCares no reply whyyyyyyyyy,0,33
77,0,6,12,@SwiggyCares no replacement . This is only what we can do . New tyrants in town @swiggy_in,0,90
78,0,6,21,@swiggy_in pathetic food delivered.  Have to sleep empty stomach now.  Need my whole money back. In return you're offering me 50rs coupon.  Like seriously! https://t.co/Sb4Rx4ByC6,0,179
79,2,786,237,@squintneon @Gubomaster Will stop ordering from @swiggy_in after watching this. Who knows what the restaurant people do in there?,1,129
80,0,6,12,"@SwiggyCares customer care responded and saying take rs. 36  back wow 15 min what a reply, should I eat money or sleep hungry",0,125
81,0,24,308,@SwiggyCares I hope it's today only.,0,36
82,0,6,21,"@swiggy_in twice I asked for help on your app for the pathetic food delivered. In return, you guys are offering me 50 rs coupon. Like seriously! Pathetic.",0,154
83,0,5,30,@SwiggyCares the delivery guy didn't give me Pepsi can in my Burger King meal,0,77
84,0,6,12,@SwiggyCares  no reply from your chat services and other platforms I am hungry what to do,0,89
85,0,366,144,"@foodpandaIndia Thanks for reaching out , actually this was a appreciation for your service actually . Issue with @swiggy_in",0,124
86,0,6,12,@SwiggyCares @swiggy_in  missing item 8 min no reply from chat what to do 16131323523 https://t.co/6xkOhKpYB2,0,109
87,0,98,481,@swiggy_in dlvry exec txtd my partnr on WhatsApp. She calld him to knw the status of ordr. Informd customr care as well but no response yet. Attaching the screenshots as well. U hav to ensure women safety by takng some actn on this guy. https://t.co/5pJXdhG7Ax,0,260
88,0,37,826,@SwiggyCares How long will it take to get back to me?,0,53
89,0,138,1299,@SwiggyCares I have a coupon code in offers section which is not reflecting now.,0,80
93,1,19,98,"@SwiggyCares @swiggy_in I don't think it is the correct statement, I think swiggy delivery person carry more than one order at a time. https://t.co/tVDrJMrzv2",0,158
96,0,4,136,@SwiggyCares customer care team closeed the issue without my permission @swiggy_in,0,82
0,1,1109,491,@SwiggyCares Thank you for writing,0,34
1,0,4,91,"@SwiggyCares @swiggy_in @harshamjty Now tell me who wants stale food, it can be the remaining of the last night also, the food was cold,so here I'm saying it clearly that i want to get the product worth as the coupon or whatever,bcs it's not a small issue when it comes to quality do resolve this ASAP",0,301
2,0,4,91,"@SwiggyCares @swiggy_in @harshamjty And i told your executive that either initiate the product value,or either replace the product, but she denied,i told her that if she doesn't help me then as it's a quality issue and i will take this to next level, but she said sorry she is helpless",0,285
3,0,4,91,"@SwiggyCares @swiggy_in @harshamjty Ones,but the executive said we cannot replace, and then i said to refund the product value as a coupon, but she constantly told me she can give me ₹25, now tell me why should I complain about such beg amount of ₹25 when the product value is ₹103 my money doesn't grow on trees",0,312
4,0,4,91,"@SwiggyCares @swiggy_in @harshamjty (2/4) also and the main issue was All of those 4pcs was cold and stale,so I complained in Chat option,but your executive told me that we can only give you₹25 as apology coupon, I clearly mentioned that it's not about the amount,i wish to replace the remaining 2 pcs with fresh",0,312
5,0,1,22,@SwiggyCares Still waiting for your call..,0,42
6,0,4,91,"@SwiggyCares @swiggy_in @harshamjty  (1/4) After a huge argument the cod payment mode issue got resolved,but when i placed order #17290287961 worth ₹103 containing 4 samosas,I've faced another issue that firstly 1pc is different from what I ordered,I've sent the image in chat",0,276
7,0,152,125,@PitaPitIndia why can't I order on @swiggy_in atleast they deliver on time unlike others @Zomato,0,96
8,1,8,19,"@SwiggyCares Happy Independence Day :)

Thanks Nasheer Tanvir Ahmed for luking into the technical or vendor issue due to which the food is not delivered on time and following up with concern team so that this never repeats.
I love the food from the Bowl company n used to get delivered on time",0,293
10,1,160,361,"@IshitaYadav @deepti_oj @swiggy_in @SwiggyCares @swiggy @ZomatoIN Last time I ordered for myself I waited two hours! Opened the bag , chicken balls !!!! Where’s the chips??!? 2 hours for chicken balls ! Phoned up got chips another hour later!! Never orderd or used them since!",1,276
11,0,15,7,@SwiggyCares the order is delivered an hour late... wrong food sent... trying to reach your support but there is a generic reply of feedback noted... i dont want to give a feed back i want a refind,0,197
12,0,128,930,@SwiggyCares @atiprashant cool thanks!,0,38
13,0,4,39,@SwiggyCares Hopefully an Update On My Complaint Would Be Provided By The Company,0,81
14,0,1,0,@SwiggyCares  Order No: #17352732772 this is my order for tonight . i received bad stale food and after reaching your  customer support he were not replying for more than an hour . THE FOOD IS WITH US . KINDLY REVERSE IT and release my payment . revert awaited,0,260
16,1,4,39,"A Totally Unacceptable Behavior Of The Swiggy Delivery Boy Was Misbehaving With Citizens And Women Specially 
VEHICLE NUMBER MH47AE8182  Hopefully A Strict Action Takes Place Against The Delivery Boy. 
@swiggy_in @SwiggyCares @MumbaiRTO  #SadakSurakshaJeevanRaksha https://t.co/sWPpG6L4xU",2,288
17,0,8,19,@SwiggyCares It's been an hour. Have been waiting just like everything today,0,76
18,0,79,434,"@swiggy_in So I ordered this from Awaam Jaag Rahi Hai (Chandigarh) at 1 am and recieved it at 2:45 am. Please tell me  what sort of people do you list on your app. And By the way this is a grilled sandwich?
#swiggyfails #notcool https://t.co/ybTcGYih1a",0,252
20,0,110,68,"@SwiggyCares how can I upload the call recordings, kindly help because this is completely absurd and pathetic service https://t.co/qacrziWCNE",0,141
21,0,110,68,"@SwiggyCares see call logs below, I answered every single call and look at the message I received https://t.co/yOf1lJUbka",0,121
22,0,110,68,"@SwiggyCares worst customer service because customer service prompted to connect me with the delivery boy and sent me and hung up on me, I am posting the call logs too and also uploading the call recordings https://t.co/LiIKKQDdG5",0,230
23,0,110,68,"@SwiggyCares Very bad experience after a couple or good services 
Ordered food at 12:30 AM and the delivery boy mocks claiming he is just close to your place and is no where to be seen for 20 mins 
Spoke to customer care and hung up on and finally claimed that I didn’t answer cal",0,280
24,0,103,3214,"@harshamjty  @SwiggyCares  I placed my order at 1:10 AM and its 2:22 AM now, swiggy still haven't assigned a delivery executive and your customer support exec is not replying ?? This is not the first time @swiggy_in has done this. #poorservice #swiggy #Bangalore",0,262
25,0,722,569,"@Divya190697 @TajinderBagga @swiggy_in Tm kaun sa khaana khaa ke so gyi ho...
Same hi hua na... 😂😂😂",0,99
26,0,24,101,@SwiggyCares @harshamjty may be you can help me here it's really disappointing,0,78
27,0,24,101,@SwiggyCares Looks like there is no response,0,44
29,0,1,3,"Make a note  (your outrageous delivery boy)  was on the phone while riding his bike Mh 47 Ae 8182
When questioned by a girl on the next bike he started abusing her.
need and instant action from your side with an update towards the same.  
@swiggy_in  @SwiggyCares https://t.co/VgQmU3lVOJ",1,287
30,0,14,81,@SwiggyCares @debuc90 Same here no response yet,0,47
31,0,8,19,@SwiggyCares Yes . Now is the right time,0,40
32,0,24,101,@swiggy_in my order is pending from half an hour and is waiting for a delivery executive to be assigned .... 17351545970 is the order number... You guys have even deducted the amount for this order,0,197
33,0,14,81,@debuc90 @SwiggyCares Same here waiting from ages for an associate to pick the chat or call,0,91
34,1,572589,6369,@MisalRaj_ @swiggy_in Aol. Ashram,0,33
35,1,39,245,@LiveFromALounge @swiggy_in @SwiggyCares My @Zomato order took an hour to come and on mentioning this to customer care chat they refunded a 1k meal no questions asked 👍,0,168
37,0,32,142,"@TajinderBagga Come to Pune, you will disagree and will also get something from @swiggy_in  😊😊😊",0,95
38,0,722,569,@TajinderBagga @swiggy_in kaha pe paaji in #bangalore ??,0,56
40,0,59,247,"Hey, @swiggy_in neither food delivered completely nor refund.
#disappointed #swiggy #trustless #worthless",0,105
41,1,251,355,@TajinderBagga @swiggy_in Arvind kejrival ji ke ghar ka address diya tha kya jo secretary ke tarh @swiggy_in ne waha Jane se mana kar diya ( bhohat marte hai ghar bula ke ),0,172
42,0,8,19,@SwiggyCares @swiggy_in Customer care chat also took 50mins to respond . That's expected when everything is going wrong . Isn't it https://t.co/rbTuM434yN,0,154
45,2,88,217,@TajinderBagga @swiggy_in Because it's too late,0,47
47,1,124,661,@TajinderBagga @swiggy_in Bagga sir.. Pls follow me.... मुझे आपका आशीष चाहिए 😊🙏मैं आपका बहुत बड़ा fan हूँ.....,0,110
48,1,1043,1049,@TajinderBagga @swiggy_in Veer ji Me too. 😂😂,0,44
49,2,1545,299,@TajinderBagga @swiggy_in wo bolte hain Pehle Pilaao Chaai 🤣🤣🤣🤣,0,63
52,2,190,658,@TajinderBagga @swiggy_in Aol is too far out bagga ji,0,53
56,0,5,38,@SwiggyCares We don’t expect for cash backs after 1 hr after the order.,0,71
57,0,5,38,@SwiggyCares But the ultimate thing is after ordering 45min later Swiggy guy called me &amp; asked me that restaurant is closed &amp; how did u order if it is closed &amp; it’s pathetic. but my amount is deducted &amp; I waited for 1hour.Swiggy concentrate on only delivery’s.not on cash backs &amp; coupons.,0,308
58,0,60,72,@swiggy_in has delivered unexpected orders,0,42
59,0,5,38,@SwiggyCares Order no:17347708236Ordered in Swiggy @00:18 delivery time was 39min but order cancelled @01:18. Shame on U Swiggy. U don’t have co-ordination with restaurants u have tied up with &amp; neither with delivery guys. B,0,228
60,0,6,26,@SwiggyCares @swiggy @swiggy_in please look into the kind of tie up swiggy does with the restaurants. The owner of thelondonshakes is using rude language with the customers “Aap faltoo tamasha bana rahe hain”. And to which your employee is being supportive and defending the owner,0,280
61,0,8,19,"@SwiggyCares @swiggy_in It's the same story again. Trusted Swiggy based on last night assurance and it's a mess again. I was hoping to share positive things here once the food gets delivered but it's not how I expected.
Lukss like sleep today as well wo food like last night trusting Swiggy to deliver",0,301
62,0,128,930,@SwiggyCares hi. Your deliver didnt reach us but status is showing delivered. Pls refund. @atiprashant,0,102
63,0,13,148,@SwiggyCares I can't because I don't use facebook,0,49
64,0,19,52,@swiggy_in  @SwiggyCares  #17345603310 this is order number and my registered mobile number is 810 4147 985 please check and inspect this type of bad qualities food Cafe and decide for your quality food serving I have shared some kind of image with you. You decide where you stand https://t.co/tg1fpSTEjq,0,304
65,0,24,100,@SwiggyCares @SwiggyCares I ordered food at 9:30 pm now time is 1 :30 am and this is how you people support in help section and not allowing us to talk with customer executive https://t.co/LMw9Z5PVUE,0,199
66,0,0,13,"And I pretty much think Keshav was not in his senses while at work. The way he has now replied tells it all. 

17 Minutes Response Time for an ongoing conversation. Thats @swiggy_in for you 🤗 https://t.co/lGJ7THalUU",0,215
67,0,12,64,Never order from @swiggy_in @SwiggyCares  people. They will take your money and won't deliver food neither will they cancel the order or provide any support. I guess should take this to the consumer court.,0,205
68,0,12,64,I was charged for the food by @swiggy_in @SwiggyCares. They didn't provide any refund for the cancelled food but took money for the food from a restaurant that was closed which I came to know later. No support from customer care as of yet. Please be aware.,0,256
69,0,24,100,"@SwiggyCares @SwiggyCares  your customer service is telling me order has been delivered, I don't know where your executive has delivered the order resolve this right now",0,169
70,0,0,13,"@swiggy_in @SwiggyCares Your Support Executive Keshav &amp; Midnight services both, are BULL SHIT. See the attached snapshots, and notice the turn around time or no bothering attitude. Its been an hour since I had ordered. Yet, I am hungry. https://t.co/Hs8jeKI2w9",0,264
71,0,5,38,Superb service @swiggy_in @SwiggyCares,0,38
73,0,12,64,Ordered from @swiggy_in @SwiggyCares. Delivery executive calls and says the restaurant is closed. Call customer support no one picks up. No refund no cancellation.Student living in delhi. Already paid for the meal couldn't contact swiggy support. Have to sleep empty stomach.,0,275
74,0,14,30,"@SwiggyCares What's your contact number? You guys are simple pain in the ass. I need your management's contact number. If you won't give me now, I'll make sure I'll get that and make it public.",0,193
75,0,126,405,@swiggy_in not able to get hold of delivery executive and also the customer support any update on what is taking this long?,0,123
76,0,161,398,@SwiggyCares Hey got a call from Tanvir Ahmed and though you couldn’t deliver food tonight your CS is great as always. Love the ethics,0,134
77,1,343,359,"burrrppp tq @ZomatoIN @swiggy_in 
you are truly the midnight hunger saviours ❤ https://t.co/405ZYPm3nk",0,102
78,0,14,30,@SwiggyCares Nobody is bothered to even reply,0,45
79,0,6,14,@SwiggyCares my order is pathetic ! please help m tired of reaching you guys,0,76
80,0,6,14,@SwiggyCares @sourishbose_ms can you please reply my tweet,0,58
81,0,6,14,@SwiggyCares @sourishbose_ms @SwiggyCares order number 17345851097 the order is pathetic and wrong items are delivered ! please help as i cannot reach customer care,0,164
82,0,11,63,@swiggy_in  is better than @foodpandaIndia   @consumercourtin  Food panda didn't deliver my food and they are showing status as delivered https://t.co/27frtKleOS,0,161
84,0,24,74,Hey @swiggy_in it’s been 1 and half hours since I placed the order and I’m trying to get in touch with your customer support and none of them seem to respond! This is ridiculous! With all your ads about on-time delivery this was never expected.,0,244
85,0,33,135,"@swiggy_in @harshamjty 

Pathetic service from swiggy! Cheers to the application and the people who tried to convnce me of cancelling the order! I am amazed by the service! Kudos to you guys! Order number - 17340819904!",0,219
86,0,161,398,@SwiggyCares Very unlikely of you on my order 17348206490. No confirmation after 30 mins.,0,89
87,0,33,135,"@swiggy_in @harshamjty 
Your customer care guys sorry will surely not feed anyone who is hungry and has paid a bomb even after knowing it's a costly affair! I'm writing as I am sleeping hungry because I trusted your application and the people! Hope to see a response!",0,267
88,0,33,135,"@swiggy_in @harshamjty 
I placed an order at 10.23 pm and at 12.03am it gets cancelled! You may collect all the details from your team! My order ID is 17340819904. Had no other way to get this to your notice. If the restaurant is incompetent of serving please take care of such issues!",0,285
89,0,6,14,@SwiggyCares no replies !?  ????,0,32
90,0,10,52,@dominos_india Refunding full amount is the least you can do bcz the way you guys destroyed party celebration cannot be reverted back. Do whatever is necessary if you have even 1% care of a customer. @swiggy_in you guys seriously need to do research before onboarding such merchants in your pf.,0,294
91,0,11,63,@foodpandaIndia #SCAMMERS #WORSTSERVICE #IRRESPONSIBLE I have ordered food without delivering is shows delivered @swiggy_in @Zomato @ZomatoIN @BOX8_in,0,150
92,0,125,180,This is what happens when you order from @swiggy_in @SwiggyCares you receive wrong order and they close your complaint. No sense of customer care or the person didn’t even read my complaint and closed just stating feedback will be sent. Completely useless. https://t.co/OlSUiq40Ja,0,280
93,1,1863,373,@SwiggyCares Someone from your team sorted this out for @TheBlueMango_. Thank you so much :),0,92
94,0,6,14,@SwiggyCares order number 17345851097! The items are pathetic and half cooked ! Please help,0,91
95,0,13,88,"@UberEats pathetic customer service. My friend had ordered food and the delivery executive called half an hour later saying that his bike broke down. Later he said order won't be delivering the order as we had placed a ""fake"" order. The customer service was pathetic.@SwiggyCares",0,279
96,0,4062,604,@HawtHammer @SwiggyCares I will never order,0,43
98,0,8,19,"@SwiggyCares @swiggy_in 
It's a repeat again. 
This time the delivery showed 61mins before I placed an order and it's already 61mins and food is still being prepared.

When will I get the food ? https://t.co/622PTtCCtl",0,218
0,0,155,375,"@AkashNirabhra @swiggy_in @SwiggyCares Kanhin toh kripa phans rahi hai, mujhe party de kripa aani shuru ho jayegi phir se 😂😂😂",0,125
1,0,298,1369,"@SwiggyCares swiggy service is f**ed up now.. everyday multiple issues. Any time an order is placed, it is again regretful. No support from the call/chat team either.",0,166
3,0,14,38,"@Zomato @ZomatoIN Did you just find a new product- Heated Nutella Milkshake? Worst experience at 3 am in morning. Your customer support is worser. No contact number. No spocs? I recd a hot ""Cold Milkshake"" hotter than avg room temperature. #BoycottZomato. @swiggy_in @UberEats ly",0,279
6,0,113,154,@SwiggyCares when im log in my account why. watch bellow used in before 6 month.. How slove this problem,0,104
7,0,194,285,"@LadyAshBorg @swiggy_in Spot on! In other words, it's a great implementation when a bot does what thoughtful human intervention would also do! Definitely an experience for other brands to learn from! 🖖🏽",0,202
8,1,0,9,Am highly obliged to get this opportunity from swiggy for making me an executive member. Am greatful to receive the golden opportunity from swiggy  moreover swiggy serves us with best quality of food and  services  @swiggy_in #SwiggyAppraisals @swiggyindia @SwiggyCares https://t.co/N96GG6zrHR,0,293
9,0,203,192,"@SwiggyCares Swiggy, for you to say ‘Thank you and we will investigate the issue’ does not solve the problem. Help me by answering my question.",0,143
11,0,117,151,@MumbaiMirror @bombaytimes @midday l ordered food from @SwiggyCares from Ghatkopar and the restaurant was in Powai. Delivery boy told me his bike punctured in Kurla. Is it a joke? Or an intriguing act of engulfing my money??,0,224
12,0,6,12,@SwiggyCares OrderID-38775960380. Delivered on time but the pizza was cold as delivery executive did not have an insulated box. Pls compensate!,0,143
13,0,921,2633,@SwiggyCares Hello @SwiggyCares i dm u my issues when i will get response frm ur side?? @swiggy_in,0,98
14,0,117,151,"@SwiggyCares you asshole,  l don't want refund. I want my food to be delivered at my home. @PMOIndia @narendramodi @arunjaitley @TimesNow @ndtv @PTI_News @aajtak @Divya_Bhaskar @FinancialXpress @MumbaiMirror",0,207
15,0,46,33,"Hey @SwiggyCares if you can't service orders late in the light, don't take them. My oder is late, you guys don't pick up calls and your chat facility is shit.",0,158
16,0,73,132,@voxya_ No action was taken by @swiggy_in shame on them,0,55
17,0,2,16,"@SwiggyCares First Swiggy cancelled my order after 20 mins of placing the order &amp; disappointed me. I have stopped using Swiggy completely jzt bcoz of this order cancellation &amp; refund issue. Now I'm jzt concerned about the full refund, if I'll receive it then only it will be okay for me.",0,295
18,0,2,96,@swiggy_in and @SwiggyCares you can't provide me proper resolution about my query that's why i was share the conversation screenshot to everyone.,0,145
19,0,0,1,@SwiggyCares I have asked to replace my order but they haven't done that and even after saying not to cancel my order they have cancel it and said as per ur request we have cancel it which is #fake,0,197
20,0,183,270,Dear @swiggy_in U have been texting non stop since noon. Dnt force me to uninstall ur app and block u thereafter.,0,113
21,0,117,151,@swiggy_in give me my money right now? It was hard earned money. It wasn't like yr dad sold y4 mom for a night and u got a brokerage..refund me right now. @PTI_News @TimesNow @timesofindia @ZeeNews @aajtak @abpnewshindi @realDonaldTrump @rajnathsingh @DasShaktikanta @arunjaitley,0,279
22,0,56,5,@swiggy_in pathetic service by Dwight. I ordered waffle with icecream but only got waffle. When I contacted customer service they gave me option to take 30 rupees coupon. The ice cream was of 58 rupees. What kind of resolution is this? @SwiggyCares,0,248
