,favorite_count,followers_count,friends_count,full_text,retweet_count,length
39,2,2032,2699,I reviewed Savoury Restaurant and rated it 5/5 on @ZomatoIN #LoveFood https://t.co/201ScrOZ8L,2,93
40,0,0,0,@zomatocare @deepigoyal How long will this take? Is zomato preparing Biryani for me?,0,84
45,0,8604,1366,@Zomato @ZomatoIN At least improve your software so that referrals are credited! Your promo codes are hard to find when paying for gold membership! Before payment is processed ensure that u ask folks to enter the code,0,217
46,0,0,0,@zomatocare @deepigoyal Or better. Get my food delivered at least,0,65
47,0,0,0,@zomatocare @deepigoyal Food not delivered yet. Delivery guy's number is off. Give my money back,0,96
48,0,0,0,@Zomato @ZomatoIN @zomatocare My order 1692547890 not yet delivered. Delivery guy's phone number is off. Refund my money please,0,127
49,1,1618,524,@appadappajappa @ZomatoIN Not just Zomato. Almost every delivery guy does this. Have seen @swiggy_in and @dominos do this very regularly.,0,137
50,1,431,188,I reviewed 8th Day Cafe &amp; Bakery and rated it 5/5 on @ZomatoIN #LoveFood https://t.co/oV5BO1J4qj,1,100
51,0,908,2031,@zomatocare @Zomato @ZomatoIN #friends if you value ur hard earn money and hungry never trust #Zomato for the same. they are filled with a pathetic worst service..,0,163
53,0,30,42,"@zomatocare @Zomato You had a simple job. Just pick and deliver the food. That's all. And you managed to screw that too. Thanks for the wonderful service.
Gn",0,157
54,0,322,327,"@appadappajappa @ZomatoIN Same situation in Mumbai and Navi Mumbai too. No measures taken by both, Zomato and Swiggy, to curb this menace.",0,138
55,0,14,64,@zomatocare @ZomatoIN @Zomato @deepigoyal Hi Vandana...no one reached yet..it's been more than 20mins of our last conversation. And you can check the distance from restaurant to my place in the screenshot. https://t.co/6gFUXhTRjf,0,229
56,1,300,496,@appadappajappa @ZomatoIN Also not wearing helmets and talking on mobile while driving.. breaking almost all rules..,0,116
57,0,89,123,"@YouTubeIndia Seriously Am fed up with repeatedly playing same @ZomatoIN Adds so many times. 
Please Change there is no others Adds?",0,132
58,0,20,80,"@zomatocare these are pics of my previous order with you and the menu of ""Saima"" . The prices displayed say that packing charge included yet I was charged twice . Why ? https://t.co/vvraNy7p2D",0,192
59,11,8779,2682,.@ZomatoIN your delivery boys are creating havoc in Nagpur - so many go wrong way and break signals. Please fix this menace.,0,124
60,0,322,327,"@Priyankasrai @AgniBankai @swiggy_in @SwiggyCares @ZomatoIN Tbt, have had terrible experience with Zomato too. 
One fine day they couldn't get multiple restaurants to deliver food to us.",0,186
61,1,383,1809,I reviewed Chili's American Grill &amp; Bar (@ChilisIndia) and rated it 5/5 on @ZomatoIN #LoveFood https://t.co/I1pRPhQquY,0,122
62,0,1049,299,@zomatocare Not needed. Will straight away order from the restaurant now. Middlemen only screw things up.,0,105
63,0,20,34,"@zomatocare ordered for food right now from a nearby food joint. Paid by card, They deducted the amount twice. The chat support doesn’t ever open and nor do your helplines work. Tell me what to do now?",0,201
64,0,908,2031,@zomatocare @Zomato @ZomatoIN No more trust game here. Just return my money to my account and plz keep the food with you.,0,121
65,0,206,311,@deepigoyal @ZomatoIN is this true? https://t.co/75ep98fXMO,0,59
67,0,8,110,"@zomatocare @ZomatoIN The thing is zomato should cancel the order once asked. why i have to ask again and again? as a regular customer this is totally unacceptable, and i have already ordered from somewhere else thanks for your concern.",0,236
71,4,175,183,"@swiggy_in @SwiggyCares placed an order at 8:30 California Burrito, that place is 10 mins from my house. It is 2 hours now I have called your helpline only 3 times and literally no clue what is happening. Time to switch to @ZomatoIN you think!",2,243
72,0,53,140,"@deepigoyal looking for help.Your company @ZomatoIN has the worse customer support.A few photos of my order that was spilled over in the carry bag but your customer support doesn't seem to be believing my claims.Also got a meat piece sticking to my tandoori roti,I am a vegetarian https://t.co/nNtSJ01aLA",0,304
73,0,908,2031,"@zomatocare @Zomato @ZomatoIN @akvinchrist order no 1445796429, I applied the coupon FREEDEL(freedelivery)store says wont deliver the foo untill i pay extra delivery charges to them, So Wats the purpose of tis coupons, Where ur own allies won't trusting you.Why the hell should I?",0,280
76,0,53,140,@ZomatoIN ridiculous customer support. Received my order completely spilled in the carry bag and the roti had a chicken piece sticking to it. The customer care person is waiting me wait and does not have any answers or solutions. Dint expect this from you zomato. Shame.,0,270
77,0,8,110,@ZomatoIN Why is it so hard for zomato to cancel the order when they cant deliver the food in time?,0,99
79,0,14,64,@zomatocare @ZomatoIN @Zomato @deepigoyal Guys as per our conversation in the morning I tried to give second chance but you all never change. https://t.co/OEZ7bpu8Ke,0,165
80,0,5848,5855,A vendor who got my food delivery order from an app calls and asks me to avoid using that app in future and use @swiggy_in instead. Now I know what is the m.o. of swiggy. Poor @ZomatoIN and @foodpandaIndia and other delivery apps.,0,230
81,0,41,103,I reviewed Drunken Monkey and rated it 5/5 on @ZomatoIN #LoveFood https://t.co/aM4xp0VK9Z,0,89
82,0,17,313,@zomatocare @ZomatoIN @Zomato Sorry I have completely lost faith in you.,0,72
84,0,300,348,@deepigoyal @ZomatoIN @Zomato Can we add Cost if we include Zomato gold also. E.g: Rs. 1400 for two people (approx) with Alcohol if you unlock Zomato Gold. https://t.co/eSH4sI4lre,0,179
85,0,17,313,@zomatocare @ZomatoIN @Zomato It's 10:00PM and your app is saying that food will be delivered by 09:47 PM while it already has been rejected after confirmation. https://t.co/THn8WH5p2G,0,184
86,0,1698,2330,I reviewed King Jon's Asian Kitchen and rated it 4/5 on @ZomatoIN #LoveFood https://t.co/AAishQy5Km,0,99
87,0,92,130,I reviewed Dezertfox and rated it 5/5 on @ZomatoIN #LoveFood https://t.co/toHqXfi2Mp,0,84
89,0,7638,1547,@zomatocare @ZomatoIN @Zomato Just wow. https://t.co/utUaeqkWGR,0,63
90,0,17,313,"@zomatocare @ZomatoIN @Zomato And you didn't disappointed again. Only excuses not food after waiting 1 hour.
Rejected my order after confirmation. #WELL_DONE #ZOMATO_IS_CHEAT",0,174
91,0,791,1486,@ZomatoIN @jaip100 @kallolbecs @manjeshojha @Saikatsinhanitr @Subhasis321 Let's do this guy's!,0,94
92,0,7638,1547,"@zomatocare @ZomatoIN @Zomato Thanks, but a little too late. Your support team already butchered the experience by offering me “80 credits”. I’d rather let them keep it. :-) 

Thanks, but no thanks.",0,198
94,0,7638,1547,"@ZomatoIN Ordered a “Death by Chocolate Sundae” via @Zomato and it arrived dead. :) 

Melted and leaked. 

Your support team says that the delivery guy denied it. Cool!

There’s no other way and I don’t want a refund. But please stop taking orders that you can’t deliver. https://t.co/rQzHINxIFs",0,295
95,0,63,262,@elegantlywasted @gunjan2307 Congrats @ZomatoIN,0,47
96,0,5,48,@zomatocare @ZomatoIN 😂 fix it ASAP!,0,36
98,0,345,608,@SwiggyCares @nandanreddy @ZomatoIN Two orders. Assured delivery timing. Live Zomato Tracking https://t.co/o35WMGnmDH,0,117
101,0,345,608,@SwiggyCares @nandanreddy You just lost a week old customer to @ZomatoIN .... We know why brands matter... https://t.co/2OxmXlSJW8,0,130
102,0,7,23,@ZomatoIN lol? Ordered on Zomato. Got packing from swiggy https://t.co/e5wPSdbPGS,0,81
103,0,179,182,Guys @ZomatoIN  enough is enough 9 messages after 9 pm @TRAI  just for one order @BOX8_in  😐,0,92
106,1,101,474,@zomatocare @Zomato @ZomatoIN Resolved! Thanks! 👍🏻,0,50
109,0,6,116,Waited for 1 hour... received order cancelled after an hour... Not acceptable... seriously pathetic... please look into with this restaurant #zomato #potbelly @Potbelly @zomatocare @ZomatoIN https://t.co/dDo1Ya79cC,0,214
111,0,580,555,"@zomatocare @Zomato Yes and to add to this, you’ve given me 40 bucks. I have removed the app from my phone. Too many issues I’ve been facing. Thanks",0,148
112,0,135,76,"@zomatocare @Zomato Order no. 1404654047. Also, the zomato valet was assigned on this order after the stipulated delivery time got over. So much for customer service!",0,166
113,0,179,182,@ZomatoIN  how many messages for one single order 😐🤨! https://t.co/oE2dggtGE6,0,77
114,0,4,53,"@Zomato @zomatocare 
Your live tracking is awesome ❤️ thanks for this feature in your app",0,89
115,0,50,250,@zomatocare @Zomato I Dmed my number,0,36
116,0,50,250,@zomatocare @Zomato I am trying to find my order number but not able to. Can I give you my number through which I ordered?,0,122
117,0,105,475,I reviewed Poetry by Love and Cheesecake and rated it 5/5 on @ZomatoIN #LoveFood https://t.co/FnGJp3KuCM,0,104
119,0,60,592,@zomatocare Can you tell me why your delivery drivers are incapable of delivering a meal? Or even contacting me? Your customer service is horrific too.,0,151
120,0,20,107,@zomatocare @Zomato I decided in future not order through Zomato,0,64
121,0,1171,1722,I reviewed Sankalp and rated it 4/5 on @ZomatoIN #LoveFood https://t.co/K0ALhhWmfk,0,82
123,0,101,474,"@zomatocare @Zomato @ZomatoIN That got checked, as the same time you tweeted but again waiting for three long days and more to come for the solution confirmed by your employee #whysoslow",0,186
124,1,2032,2699,I reviewed Grandmama's Café and rated it 5/5 on @ZomatoIN #LoveFood https://t.co/LzwsuWYtYJ,0,91
126,1,656,32,@zomatocare @ZomatoIN Thanks. I got the call and I appreciate the gesture.,0,74
128,0,23,0,@zomatocare i need help with my order. Last time you guys asked me to give you another chance. Now again you have cheated me,0,124
129,0,13,108,@zomatocare @ZomatoIN done,0,26
130,0,27,212,@Zomato @ZomatoIN Please release an ipad version of the app..,0,61
131,0,111,292,@zomatocare @Zomato Thanks for the quick response I finally got my refund. However the latest order has still some issues. Been waiting for actual food since 6pm now its 8pm.,0,174
135,1,495,811,I reviewed Kobe Sizzlers and rated it 5/5 on @ZomatoIN #LoveFood https://t.co/kVzOh4EJ5F,0,88
136,0,13,108,@zomatocare @ZomatoIN NEW50 is not working... it's just my second order ever on Zomato!!! https://t.co/gRIZXIznTR,0,113
137,0,76,59,@zomatocare @ZomatoIN Need a call in next 5 Mina,0,48
138,0,76,59,@zomatocare @ZomatoIN What details do u want? U have my number .. call me now and I will tell u,0,95
143,0,76,59,@zomatocare @ZomatoIN Someone was supposed to call me at 7. So much for customer feedback,0,89
145,0,66,107,@zomatocare @ZomatoIN @Zomato Worst service. I would rate you 0,0,63
146,0,20,80,"@Paytmcare My refund not initiated, it's over 6 days. Pathetic service. Refund ref no (RRN) is 682673779. Zomato order reference number 1568789295 . Kindly process my refund at the earliest. @zomatocare @Zomato @Paytm",0,217
147,0,66,107,@zomatocare @ZomatoIN @Zomato Any update?,0,41
148,0,66,107,@zomatocare @ZomatoIN @Zomato Done,0,34
151,0,111,292,"Why are you holding my refund? Was 1 hour wait and then cancelling my order not enough to torture me?
@Zomato @zomatocare https://t.co/HtdSEBaQv5",0,145
152,0,66,107,@ZomatoIN @Zomato I had the promo code for the order. There is no option in app to enter code. Wtf ? Why lure customers with fake ads?,0,134
154,1,245,675,@ZomatoIN terrible customer service. Ordered food which arrived in half opened packaging with food spilling out. Delivery guy arrives to check and says I've consumed the food so he won't replace/refund. CS not ready to help either. @swiggy_in is miles ahead in terms of CS.,0,273
155,0,0,0,I reviewed Bengali Sweet House (@BSH_BengaliMkt) and rated it 4/5 on @ZomatoIN #LoveFood https://t.co/OEqNQl7G9o,0,112
156,0,111,292,"@zomatocare order cancelled after 50 minutes n no refund yet as well as compensation 4 it is just rs45.Refer d images.
I hv been hungry since,now i am running out of money to place a new order.refund is nowhere to be https://t.co/vwe23eu68F says credits given but cant see the amt https://t.co/XyW9dpDa39",0,304
158,0,38,0,I reviewed Om Sweets &amp; Snacks and rated it 4/5 on @ZomatoIN #LoveFood https://t.co/zEJF9nXjiw,0,97
159,3,2368,922,I reviewed Amanzi Sky Deck &amp; Bar and rated it 4/5 on @ZomatoIN #LoveFood https://t.co/LxmcVMcQqv,0,100
160,0,445,858,@zomatocare @Zomato @ZomatoIN Nice it's been two days. U couldn't make delivery on time. Atleast would have responded on time.,0,126
162,0,53,287,Pathetic service and insensitive customer care by @SwiggyCares ...it's really high time to move towards @ZomatoIN and @UberEats .,2,129
163,0,445,858,@zomatocare @Zomato @ZomatoIN No one contacted on this yet,0,58
166,0,233,711,I reviewed Café Bae and rated it 4/5 on @ZomatoIN #LoveFood https://t.co/9gfnRr16eB,0,83
168,0,0,73,@ZomatoIN now when I notified that fund has yet not credited. Your executive is asking who told you that refund would be made. Now I am releasing whole conversation here in form of screen shots.,0,194
169,0,0,73,@ZomatoIN very disappointed with your service. First you guys didn't deliver my order. At 11:30 PM on Sunday I was notified that I will be refunded as they were not able to track delivery guy.,0,192
170,3,421,179,"Kanpai means ""cheer"" in Japanese. Will they bag the cup this time around?
Celebrate with delicacies from your favorite team.

Order now from https://t.co/9Jc15vKkmp⠀⠀
Also available on @faasos @ZomatoIN @swiggyindia @foodpandaIndia ⠀⠀
#FIFA #Football #FIFAWorldCup #Japan https://t.co/vgWJPmoJlB",1,295
171,0,2787,4358,I reviewed Madras Coffee House and rated it 3/5 on @ZomatoIN #LoveFood https://t.co/o2anSmiZ64,0,94
172,0,298,491,I reviewed Brahmin's Kitchen and rated it 4/5 on @ZomatoIN #LoveFood https://t.co/OPf6zqNsMw,0,92
173,0,2787,4358,I reviewed The Tickle Truck and rated it 5/5 on @ZomatoIN #LoveFood https://t.co/pbknwffFOK,0,91
175,1,44,145,@ZomatoIN Chennai ..right,0,25
176,0,113,312,@ambitioussahil @arjun_singh1891 @ZomatoIN June 22 it is :),0,59
177,0,158,444,"@ZomatoIN @Zomato Thank you so much! 😀😀
Sent details over dm. Please acknowledge",0,80
178,2,5610,1764,"Friends if you have a promocode, dont enter the payment details till you find out where @ZomatoIn has that field tucked away https://t.co/v1Dcbx5Giv",3,148
179,0,336,718,@ZomatoIN Chennai for sure.,0,27
180,1,5610,1764,@ZomatoIN feel its like cheating ....... upset at you..and that too when i am enjoying the app,2,94
181,0,5610,1764,"@ZomatoIN I am surprised at the way you promote your Zomato Gold.
friend used the link i sent and did not get the 20 percent off...is it because the place  where  promocode has to be entered is not easy to find? why is the code referred not automatically picked up by software?",0,277
182,0,5,126,I reviewed Manohar Pav Bhaji and rated it 4/5 on @ZomatoIN #LoveFood https://t.co/n0burU3oat,0,92
188,0,1,0,@zomatocare @Zomato @ZomatoIN 1592779075 worst service guys,0,59
191,0,1,0,@Zomato @ZomatoIN @zomatocare worst app my order got cancelled due to spilling and my money not refunded yet Bad services i must say👍,0,133
194,0,0,36,@zomatocare @jagograhakjago @ZomatoIN Nothing u did,0,51
195,0,5,126,I reviewed Girgaon4 (@girgaon4) and rated it 3/5 on @ZomatoIN #LoveFood https://t.co/ym0kVTxw1S,0,95
199,0,113,666,Ordered butter naan and the order delivery came with plain naan. Got charged for butter naan. This is ridiculous and not acceptable. Even the quality of plain  naan was bad.  Ordered from #PunjabiPind Indirapuram. @ZomatoIN @ZomatoIN @zomatocare https://t.co/F2O4dzFaAT,0,269
0,0,9,225,@zomatocare Thanks team for solving the issue .,0,47
1,0,3,27,@zomatocare @ZomatoIN @Zomato Horrible customer service.. very rude &amp; pathetic,0,82
2,0,3,27,@ZomatoIN @Zomato - check out the customer service level https://t.co/BklggJt1FR,1,80
4,0,3,27,@ZomatoIN @Zomato - horrible chat process &amp; customer service experience.. https://t.co/5Y0gWd9xZg,1,101
5,0,90,205,@zomatocare @ZomatoIN Yeah ordered what i wanted.. Thanks,0,57
6,0,24043,642,"@mukkulsharma @ZomatoIN Also, I'm surprised at the base you're referring to. Most of your hotels restaurants are ranked on the same platform from 2.6 to 3.9 with a generous dose of 3.6 and 3.7. I'm sure they are much better than that, isn't it?",0,244
7,0,9,225,@zomatocare Yes ! Immediately,0,29
10,0,25,82,"@deepigoyal @ZomatoIN @zomatocare you idiots take 20 minutes to respond to a freaking chat???, now you can't even cancel the order through the app.... And your reps can't talk or type.

Bunch of jerks running a business.
#Zomato #poorservice https://t.co/S7UDOqNslq",0,265
11,0,24043,642,"@mukkulsharma @ZomatoIN I don't. FB 4.8, Google 4.2, Google Analytics (amongst other such platforms), people who come there who believe in coming back repeatedly rather than reviews, and industry that recognises that with accolades calls my place West India's Best Retro Bar, not Mumbai's.",0,289
12,0,150,249,@zomatocare @Zomato @ZomatoIN Still not delivered... :(,0,55
13,0,558,854,@MihirBijur with a 3.8 rating on @ZomatoIN how can you call your own place as Mumbai’s no1 Retro Bar?,0,101
16,0,150,249,@zomatocare @Zomato @ZomatoIN Any update???!!!!!??????,0,54
17,0,150,249,@zomatocare @Zomato @ZomatoIN So runner is not assigned as of 3:06 and you confirm delivery by 3:08.. Is that a joke or you like to harass us. :( https://t.co/esddIkKdEQ,0,169
21,0,1,6,@Zomato @deepigoyal @zomatocare @ZomatoIN This is to inform u guys that i am sleeping hungry tonight because of u this is the very bad experience from urs end i never suggest anyone to go with zomato✌✅😐,0,202
22,0,150,249,"@Zomato if you can't deliver, why do you take orders. Just because you confirmed, I didn't order food from other app. And now for last half an hour you can't assign one runner.. @ZomatoIN #IHateYou #Zomato 😢😢😢😢😢😢😢 https://t.co/y8WMTeh74Z",0,237
23,0,66,157,@zomatocare Any update please?,0,30
26,0,13,144,@zomatocare @ZomatoIN No you are not reaching me.  I have placed my order for dinner. Will it he delivered during breakfast?,0,124
27,1,1,6,@zomatocare @Zomato @ZomatoIN I want my refund and i tell every one that @Zomato  is useless,0,92
28,0,2,6,@zomatocare @Zomato @ZomatoIN And highly suggest others too not to order food from zomato worst food delivery app,0,113
29,0,66,157,"@zomatocare Its 2:40, 40 minutes from the delivery time. And your guys still want me to wait more https://t.co/Lx6cLoEych",0,121
30,0,2,6,@zomatocare @Zomato @ZomatoIN You won't have to be sorry again now because definitely I am. Or gonna order food from tomato again waited for 1.30 hrs for my order but to see it getting cancelled so disappointed can't even tell you and never ever gonna order food from tomato again that is for sure https://t.co/kbFoTy4knP,0,321
31,0,1,6,@zomatocare @Zomato @ZomatoIN 1346358542 this is my order id till now no food man wtf ??,0,88
32,0,66,157,"@zomatocare And still your support guy is at the restaurant side, is he working for restaurant team or me like people? https://t.co/nkWMrju4S6",0,142
33,0,1,6,@deepigoyal @Zomato This is to tell u that ur service is very 3rd class m delhi .and no one accutal reply me.they reply m 8 min 9 min i post the chat on my profile see this how u treat urs customer.@Zomato @zomatocare @ZomatoIN @deepigoyal https://t.co/D39PbeZGI6,0,263
34,0,66,157,"@zomatocare 90 minutes and counting, your support guys is still not cancelling my order and hesitating to refund full amount https://t.co/ecMIsfEDCL",0,148
36,0,13,144,"@zomatocare @ZomatoIN Here is the order id 1114068702
I am still hungry and all of this is very annoying.",0,105
38,0,1,6,This is how @zomato treats the customer.@ZomatoIN @zomatocare they reply like. A hell like .what is this shit i don#t know https://t.co/OYHXC8R4De,0,146
39,0,66,157,"@ZomatoIN 80 minutes and counting, your customer support guy still want me to wait and not cancelling the order despite Number of requests, my experience with @foodpandaIndia was good than you.",0,193
42,0,66,157,@ZomatoIN your great customer support team works with 6th sense. 70 mins after order time the status is at kitchen and they still want me to wait for some more time for delivery. https://t.co/765sKo2WSm,0,202
43,0,25,82,"@Zomato @ZomatoIN is this your service level??, that's a terrible way to run a business zomato 😡 https://t.co/HLubO6CwkL",1,120
45,0,66,157,"@ZomatoIN even after 1 hour of order, it is still in kitchen and your customer support guys wants to wait for more hours at this time. Is this a Zomato policy? Or your guys not aware of existing policies? https://t.co/dVkMWggaDU",0,228
46,0,2,6,@ZomatoIN @zomatocare what the hell is your service??? I was promised delivery at 1.12 am and it's been 1.59 and I haven't gotten my order yet no help from chat support had been done. I want refund for this order. So disappointed right now https://t.co/WhWr2E3yA9,0,263
47,0,13,144,@ZomatoIN @zomatocare It has been a while now that the delivery person marked my order delivered and it has not been delivered by now. Your executive told me that he is providing complimentary order and he left. No reply nothing. I bought treats membership as I found you good.,0,277
48,1,107,170,"True Story.
@swiggy_in @ZomatoIN https://t.co/cpicS0N2D1",0,56
49,0,14,30,"@zomatocare Don't you have a common sense? When I said, the order didn't go through - how can I have an order ID? I've DMed you my registered mobile number. KINDLY REFUND ASAP.",0,176
50,0,145,366,I reviewed Indulge IceCream and rated it 4/5 on @ZomatoIN #LoveFood https://t.co/aVZkKlBSBN,0,91
52,0,14,30,@zomatocare your customer care number isn't going through - you charged me 100 Rupees for the order which never went through - I want a refund.,0,143
53,0,0,24,@Zomato @ZomatoIN Thanks for amazing service.I ordered my food at 10:48 pm and was told to wait till 12:50am and then all of sudden was told restaurant cancelled my order! Is this the service of zomato?,0,202
54,0,9,86,@Zomato @zomatocare this is what you expect your kulfi to be after 30 mins of delay https://t.co/BH7kr1Fw6j,0,107
55,0,15,70,@zomatocare @Zomato @swiggy_in @foodpandaIndia Thank you,0,56
56,0,9,86,@Zomato @zomatocare no one to answer deliveryboy is unresponsive already my kulfis are 15 mins delayed and showing me 18 more mins...... worst serice😡😡😡 https://t.co/3CiuPRmgpa,0,176
57,0,9,86,@zomatocare @Zomato reach me now at 9310693295,0,46
58,0,4,66,@zomatocare Shameless guys you all are,0,38
59,0,140,398,I reviewed Cafe Cones &amp; Curries and rated it 4/5 on @ZomatoIN #LoveFood https://t.co/tKHCo56CXa,0,99
61,0,9,86,@zomatocare @Zomato still no answer. you people are worst..... 😡😡😡 https://t.co/K5vvD1bwfr,0,90
62,0,6,7,"@Zomato @ZomatoIN  
Poor service...poor technology... Bad experience....
My order number 1046927208",0,99
63,0,9,86,@zomatocare @Zomato  12:23 was the expected time to deliver and already 12:30 and deliveryboy is 20  mins away and moving in wrong direction and unresponsive. if my kulfis melt then you will be liable https://t.co/zhCeAjelJ0,0,224
66,0,98,197,@zomatocare @ZomatoIN My order 1491427450 is marked delivered even though it isn't. No support over chat. What's your contact number ? Your delivery fooled me for 2 hrs before switching of phone. Hope this is not the service u wish to provide.,0,243
67,0,0,1,@zomatocare @Zomato Can you please look at the messages I sent you,0,66
68,1,43,133,"Zomato, Do you always leave your customers hanging, famished, irritated??? IS this what your business model based on? @deepigoyal #Zomato #ZomatoCare #ZomatoIN @Zomato @zomatocare @ZomatoIN",0,189
69,0,43,133,"@zomatocare @Zomato @ZomatoIN @deepigoyal Still haven't got any answer nor anyone has contacted me? This has completely shaken my faith in Zomato, worst customer support ever.
#zomato #ZomatoDelivery @Zomato @ZomatoIN @zomatocare",0,229
70,0,9,86,@zomatocare @Zomato again no help from zomato from last 15 mins. If you people are too busy then don't deliver food https://t.co/A4qv4wKAZu,0,139
71,0,646,1333,@zomatocare I will. But promise you will not put pressure on our Area Manager for O2. He and the delivery executives have been fantastic for us.,0,144
75,0,134,498,@iRsandeep @zomatocare @PizzaHutIN Delay in pizza delivery and response ! Really need to improve on your service.,0,113
76,0,3278,1138,I reviewed Stoner and rated it 4/5 on @ZomatoIN #LoveFood https://t.co/8FdfcXllrc,0,81
77,1,646,1333,Hey @zomatocare grow some spine and take a stand for your restaurant partners as well.its hard earned money and shouldnt be returned to customers at the drop of your hat.,0,170
78,0,15,70,@zomatocare @Zomato @swiggy_in @foodpandaIndia In-service based company...mistake happns but u should make sure to reslve issue...not just say sorry n ask them to order again...n inform them that ur refund has been initiated....plz work on ur service...hope no other customer sleep hungry because of ur service(od Id:1239758155,0,327
79,0,43,133,@zomatocare @Zomato @zomatocare @ZomatoIN Anything? I ordered my food at 9.30PM and its 12.03AM and I'm still hearing these bot like responses. @deepigoyal,0,155
80,0,0,1,@Zomato  @zomatocare I want answers,0,35
81,0,446,1902,"@SwiggyCares: We deliver food in record time! 

@zomatocare: We deliver record apologies every time!",0,100
82,0,3278,1138,I reviewed Nando's and rated it 3.5/5 on @ZomatoIN #LoveFood https://t.co/tlUUOi2R4V,0,84
84,0,8,60,"@Zomato @zomatocare @ZomatoIN..I have a a premonition..once I have tweeted this message the first reply will be from @Zomato saying ""Sorry if you felt like that! Please share the concerned order ID so, we could look further into this! VM""",0,238
85,0,43,133,"@zomatocare That's what I'm hearing from last 2 hours. And its for sure that I've to sleep hungry tonight because of the mistake you guys did, cos' it will not be getting resolved any soon. #Zomato #ZomatoCare #ShameZomato",0,222
86,0,920,267,I reviewed Pop Tate's and rated it 4/5 on @ZomatoIN #LoveFood https://t.co/bIAZtt2fTj,0,85
87,0,8,60,@zomatocare WOW A CHAT BOT!!! How brilliant..,0,45
88,0,30,99,I reviewed Raasta (@raastabombay) and rated it 4/5 on @ZomatoIN #LoveFood https://t.co/fSc2ta71eN,1,97
89,0,4,66,@zomatocare Don’t have the order id and have been waiting for over 2 hours,0,74
90,0,337,110,"@UberEats and @ZomatoIN started their delivery services in #Vizag 🤘🤘🤩
Waiting for @swiggy_in 🍔🍟🍕🌯

#UberEats #Zomato #Swiggy",0,124
92,0,210,359,"@RonakBapna @zomatocare @PizzaHutIN Is this really a pizza hut pizza? Late delivery, barely warm pizza and now this?",0,116
93,0,8,60,@zomatocare @Zomato Sure thing..1622471598..please go ahead and make a fool of us.,0,82
95,0,920,267,I reviewed Burger King (@burgerkingindia) and rated it 3/5 on @ZomatoIN #LoveFood https://t.co/75fmOXr8A8,0,105
96,0,8,60,@zomatocare please change your handle..coz you don't care..absolutely F#%kin SH*T service. That should be your new handle @zomatoFU,0,131
98,0,6,22,@zomatocare @ZomatoIN @deepigoyal The customer agent name was Raashid... Seriously terrible service...,0,102
99,0,920,267,I reviewed Global Fusion and rated it 3/5 on @ZomatoIN #LoveFood https://t.co/rlA6dcg184,0,88
0,0,21,16,@zomatocare @Zomato Thank you team for such quick response &amp; giving a satisfactory resolution . :) :),0,105
3,0,1,1,"@ZomatoIN order not placed on oye 24 ammount deduct from account trsanction if is( Thank you for using State Bank Internet Banking. Reference No. for Zomato Media Pvt. Ltd transaction of Rs. 175.0 from A/c ending 7626 on 15-Oct-18 at 03:09 is IGAEONMFW0.)
Refund in account",0,273
4,0,11,99,@zomatocare still Waiting,0,25
7,0,11,99,@zomatocare Please Help me Out here orelse I'm gonna drag you guys to court for Fraud,0,85
8,0,7,26,@zomatocare I dont want to share anymore. Because i know zomato is of no use .,0,78
9,0,7,26,@SwiggyCares @zomatocare Customer service is the utmost priority. Swiggy is the best in class &amp; Zomato pathetic. I will never order anything from zomato . They are beggars who dont take customer feedback seriously. And zomato please dont try to contact me unless u give the refund,0,284
10,4,279,946,I reviewed Harajuku and rated it 3/5 on @ZomatoIN #LoveFood https://t.co/3jo2Ma6e9r,0,83
12,0,6,4,@zomatocare I need my money back,0,32
13,0,6,4,"@zomatocare First order id is - 1625066325
Second order id is - 1510521798
 I had paid for an order twice. They had told that we will cancel first one but has not been canceled",0,176
15,1,224,181,"@ZomatoIN Order ID: 1168605879. I received Poori without Chola! Also paneer was non existent in Paneer Biryani! How badly can you guys mess up?! Moreover your service agent has refunded Rs 50 as credits for an Order of Rs 215!
Never gonna trust u guys again #PatheticZomato",0,273
16,0,1,159,@zomatocare @ZomatoIN I just need my money back an delete my zomato account for ever and i should suggest everyone do not use zomato as it has shity service,0,156
18,0,1,159,@zomatocare @ZomatoIN These are the screenshot of the last order that i have made but after wating for 30 minutes i received a notification that my order got cancelled https://t.co/F8UH6Kv14H,0,191
19,0,290,95,"@zomatocare @deepigoyal I mean from 3 hours asking us to order again and again. Making us wait 1 hour for each order before cancelling 3 times now. Messed up our dinner and don't even let us order from other app saying our order is on the way.

What kind of humans are you",0,272
21,0,1,159,"@ZomatoIN zomato is the worst platform for ordering food 
I have ordered two times back to back but did not received any of the the order or even status of the order 

The first order they cancelled without giving any notification and when i asked for refund,they strtd cpy past",0,278
22,0,505,525,@zomatocare @Zomato 26min no response from chat support... FYI find the order id on order details its there.. https://t.co/oPcCHNommv,0,133
24,0,290,95,@zomatocare @ZomatoIN Which order... Just now another order was cancelled ...3 orders done... Ur support people randomly lie about it when I know the outcome myself,0,164
28,0,290,95,it's been 2 hours after ordering from @ZomatoIN and order cancelled 2 times  from separate hotels after 1 hour for each order. And another hour of chatting with customer care and still no food as they asked to wait till 2 now. Looks like dinner is cancelled for the day amazing 😀,0,279
